6	0	0	0	0	0	-64	0	0	0	1496800759	
6	0	0	-57	0	0	0	-76	0	0	1496800770	
6	0	-42	0	0	-73	-62	0	0	0	1496800772	
6	-37	0	0	-71	0	0	0	0	0	1496800773	
6	0	0	0	0	0	0	0	-69	-72	1496800774	
6	-37	-31	-42	-55	-51	-48	-51	-49	-52	14974266	
6	-38	-31	-41	-57	-51	-49	-55	-52	-52	14974267	
6	-38	-31	-41	-57	-49	-48	-52	-48	-52	14974268	
6	-31	-28	-41	-57	-47	-46	-51	-51	-53	14974269	
6	-38	-31	-41	-58	-46	-48	-55	-51	-52	14974270	
6	-38	-30	-42	-54	-48	-48	-55	-50	-53	14974271	
6	-31	-29	-42	-55	-45	-49	-54	-49	-53	14974272	
6	-27	-28	-41	-56	-45	-45	-52	-49	-53	14974273	
6	-36	-28	-41	-55	-48	-46	-51	-50	-53	14974274	
6	-29	-31	-40	-55	-47	-46	-54	-50	-52	14974275	
6	-38	-31	-40	-56	-49	-48	-55	-50	-52	14974276	
6	-37	-30	-40	-55	-50	-50	-54	-51	-53	14974277	
6	-37	-30	-40	-56	-46	-48	-57	-52	-52	14974278	
6	-37	-31	-40	-57	-50	-45	-53	-51	-52	14974279	
6	-38	-30	-41	-57	-51	-48	-54	-52	-52	14974280	
6	-32	-31	-40	-56	-50	-49	-53	-52	-53	14974281	
6	-26	-31	-41	-54	-48	-47	-53	-50	-53	14974282	
6	-39	-29	-42	-56	-50	-49	-53	-51	-53	14974283	
6	-38	-29	-40	-55	-46	-45	-54	-53	-53	14974284	
6	-38	-31	-39	-53	-50	-48	-55	-50	-53	14974285	
6	-38	-30	-40	-55	-46	-49	-54	-54	-53	14974286	
6	-38	-31	-40	-57	-50	-49	-54	-52	-53	14974287	
6	-37	-31	-39	-56	-45	-49	-54	-51	-53	14974288	
6	-38	-29	-40	-56	-50	-45	-55	-52	-53	14974289	
6	-31	-31	-39	-56	-50	-50	-55	-51	-53	14974290	
6	-38	-31	-40	-54	-47	-44	-54	-50	-53	14974291	
6	-38	-30	-39	-56	-50	-49	-56	-52	-52	14974292	
6	-38	-30	-39	-56	-47	-50	-54	-49	-53	14974293	
6	-38	-29	-40	-54	-47	-48	-55	-50	-53	14974294	
6	-38	-31	-41	-54	-47	-49	-56	-51	-52	14974295	
