8	0	0	-59	0	0	0	-40	0	0	1496795880	
8	0	0	-53	0	0	0	0	0	0	1496795881	
8	0	-50	0	0	-41	0	0	0	-33	1496795884	
8	0	0	0	-67	0	-54	0	-48	0	1496795885	
8	-58	0	0	0	0	0	0	0	0	1496795886	
8	-60	0	0	0	0	0	0	0	0	1496795887	
8	0	0	-72	0	0	0	0	0	0	1496795897	
8	0	0	0	0	0	0	-59	0	0	1496795896	
8	0	-61	0	-73	-51	0	0	0	0	1496795900	
8	0	0	0	0	0	0	0	-52	-43	1496795903	
8	0	0	-55	0	0	0	-43	0	0	1496795910	
8	0	0	0	-67	-40	0	0	0	0	1496795912	
8	-56	0	-60	0	0	-75	-38	0	-43	1496795914	
8	-59	0	-49	0	0	0	0	0	0	1496795915	
8	0	0	0	-62	-47	-51	0	0	-44	1496795918	
8	0	0	0	0	0	0	0	-38	0	1496795917	
8	0	-43	0	0	0	0	0	0	0	1496795919	
8	0	-42	0	0	0	0	0	0	0	1496795920	
8	0	0	0	0	0	0	0	-49	0	1496795922	
8	0	0	0	0	-48	0	0	0	0	1496795923	
8	-53	0	0	-59	-44	0	0	0	0	1496795925	
8	0	0	0	-71	0	-44	0	0	0	1496795924	
8	0	0	0	0	0	-45	0	0	0	1496795926	
8	0	0	0	0	0	0	0	-43	0	1496795929	
8	0	0	-58	0	-47	0	-54	0	0	1496795935	
8	0	-45	0	0	0	0	0	0	0	1496795936	
8	0	0	0	-59	0	-40	0	0	0	1496795937	
8	-58	0	0	0	0	0	0	0	-42	1496795938	
8	0	0	0	0	0	0	0	0	-73	1496795939	
8	0	0	-58	0	0	0	-49	0	0	1496795950	
8	0	0	0	0	0	-43	0	0	0	1496795953	
8	0	0	0	-61	0	0	0	0	0	1496795952	
8	0	-62	0	0	-51	0	0	0	0	1496795954	
8	-64	0	0	0	0	0	0	-71	-65	1496795955	
8	0	-60	0	0	0	0	0	0	0	1496795967	
8	0	0	-53	0	0	0	-53	0	0	1496795966	
8	0	-62	0	-62	0	-78	0	0	0	1496795968	
8	0	0	0	0	-41	0	0	0	-44	1496795969	
8	0	0	-55	0	0	0	-47	0	0	1496795981	
8	0	0	-54	0	0	0	0	0	0	1496795980	
8	0	-51	0	0	-56	-42	0	0	0	1496795982	
8	0	0	0	-66	0	0	0	0	0	1496795983	
8	-60	0	0	0	0	0	0	-41	-33	1496795984	
8	0	0	-56	0	0	0	-58	0	0	1496795995	
8	0	-61	0	0	-47	-61	0	0	0	1496795996	
8	0	0	0	-58	0	0	0	0	0	1496795997	
8	0	0	0	0	0	0	0	0	-65	1496795998	
8	0	0	0	0	0	0	0	-55	0	1496795999	
8	-52	-63	-57	-63	-52	-41	-54	0	0	1496796011	
8	0	0	0	0	0	0	0	-54	-30	1496796012	
8	0	0	-55	0	0	-56	-54	0	0	1496796026	
8	0	0	0	-67	-55	0	0	0	0	1496796027	
8	-62	0	0	0	0	0	0	-39	-65	1496796029	
8	0	-53	0	0	0	0	0	0	0	1496796030	
8	0	0	-55	0	0	0	-52	0	0	1496796041	
8	0	0	0	-68	0	0	0	0	0	1496796043	
8	0	0	0	0	-51	-44	0	0	0	1496796044	
8	0	-55	0	0	0	0	0	-42	-42	1496796045	
8	-51	0	0	0	0	0	0	0	0	1496796046	
8	-49	0	-63	-69	-52	0	-58	0	-31	1496796056	
8	0	-52	0	0	0	-43	0	0	0	1496796057	
8	0	0	0	0	0	0	0	-43	0	1496796058	
8	0	-54	-56	-64	-51	-52	-47	0	-30	1496796071	
8	-50	0	0	0	0	0	0	-52	0	1496796072	
8	0	0	-58	0	0	0	-51	0	0	1496796086	
8	0	0	0	-73	-42	-46	0	0	0	1496796087	
8	-50	-53	0	0	0	0	0	-41	0	1496796088	
8	0	0	0	0	0	0	0	0	-30	1496796089	
8	-51	0	-69	0	-47	-53	-53	0	0	1496796101	
8	0	-55	0	-68	0	0	0	-41	-31	1496796102	
8	-52	-56	-67	-66	0	0	-47	0	0	1496796116	
8	0	0	0	0	-37	-51	0	-38	-32	1496796117	
8	-53	0	-56	-76	-54	0	-46	0	0	1496796131	
8	0	-57	0	0	0	-44	0	-45	-38	1496796132	
8	0	0	-67	0	0	0	0	0	0	1496796145	
8	0	-54	0	-73	0	0	0	0	0	1496796147	
8	0	0	0	0	-50	-70	-54	0	0	1496796146	
8	-52	0	0	0	0	0	0	0	0	1496796148	
8	0	0	0	0	0	0	0	0	-32	1496796149	
8	0	0	0	0	0	0	0	-39	0	1496796150	
8	-60	0	-58	-73	-59	-42	-55	0	0	1496796161	
8	0	-53	0	0	0	0	0	-54	0	1496796163	
8	0	0	0	0	0	0	0	0	-63	1496796162	
8	0	0	0	0	0	0	-47	0	0	1496796175	
8	0	0	-61	-62	-52	-43	0	0	0	1496796176	
8	-61	-55	0	0	0	0	0	0	-65	1496796177	
8	0	0	0	0	0	0	0	-42	0	1496796178	
8	0	0	-68	0	0	0	0	0	0	1496796190	
