9	0	0	0	0	0	0	-40	0	0	1496795852	
9	0	0	-59	0	0	0	0	0	0	1496795853	
9	0	0	0	-57	0	0	0	0	0	1496795854	
9	0	0	0	0	-53	0	0	0	0	1496795855	
9	0	0	0	0	0	0	0	-53	0	1496795857	
9	0	0	-44	0	0	0	0	0	0	1496795981	
9	0	0	0	0	0	0	-64	0	0	1496795982	
9	0	-46	0	0	0	0	0	0	0	1496795983	
9	0	0	0	0	-58	-59	0	0	0	1496795984	
9	0	0	0	-81	0	0	0	-59	-81	1496795985	
9	-57	-58	-64	-63	-34	-57	-44	-51	-77	1496797321	
9	0	-54	0	0	-33	0	-55	0	-35	1496797327	
9	-59	0	0	-60	0	-47	0	-53	0	1496797328	
9	-57	0	-61	0	0	-46	0	-46	-48	1496797336	
9	0	-48	0	-72	-41	0	-46	0	0	1496797335	
9	-66	-49	-62	-68	-47	-43	-44	0	-63	1496797351	
9	0	0	0	0	0	0	0	-41	0	1496797352	
9	-61	-59	-56	0	-48	-83	-45	-37	-50	1496798567	
9	0	0	0	-57	0	0	0	0	0	1496798568	
9	-62	-65	0	-57	-45	-49	-42	-44	-58	1496798574	
9	-55	-54	-60	-46	-44	-46	-51	-55	-45	1496800551	
9	-45	-50	-59	-68	-59	-39	-46	-71	-54	14971653	
9	-55	-50	-60	-52	-51	-38	-35	-30	-52	14971656	
9	-55	-49	-59	-52	-47	-49	-35	-31	-51	14971659	
9	-55	-60	-60	-83	-62	-49	-34	-31	-53	14971662	
9	-44	-50	-59	-86	-58	-49	-42	-42	-50	14971665	
9	-43	-49	-59	-83	-59	-50	-34	-30	-50	14971668	
9	-43	-51	-49	-86	-48	-41	-35	-50	-52	14971671	
9	-55	-53	-48	-58	-56	-49	-34	-32	-58	14971674	
9	-54	-50	-59	-87	-55	-67	-34	-41	-50	14971677	
9	-55	-51	-48	-83	-59	-50	-42	-31	-52	14971680	
9	-55	-49	-59	-82	-59	-49	-36	-42	-50	14971683	
9	-42	-58	-60	-51	-63	-40	-35	-30	-61	14971686	
9	-42	-52	-57	-45	-56	-50	-49	-50	-51	14971689	
9	-74	-52	-50	-83	-61	-39	-37	-41	-49	14971692	
9	-54	-50	-48	-52	-50	-49	-42	-32	-51	14971695	
9	-52	-51	-58	-52	-47	-47	-58	-30	-49	14971698	
9	-43	-49	-60	-83	-48	-38	-34	-41	-51	14971701	
9	-53	-50	-66	-51	-44	-39	-38	-39	-46	14971704	
9	-53	-64	-62	-60	-40	-42	-56	-46	-43	14971620	
9	-42	-51	-51	-84	-55	-50	-43	-51	-62	14971623	
9	-55	-51	-61	-51	-54	-50	-43	-32	-51	14971626	
9	-44	-51	-58	-51	-51	-49	-35	-50	-51	14971629	
